municipio;ano;Homicidio;Furto;Roubo;FRV
MIRA ESTRELA;2018;1;24;1;0
MIRA ESTRELA;2019;0;32;0;0
MIRANDOPOLIS;2001;2;165;8;6
MIRANDOPOLIS;2002;2;183;4;7
MIRANDOPOLIS;2003;2;232;10;4
MIRANDOPOLIS;2004;0;258;9;2
MIRANDOPOLIS;2005;3;270;6;1
MIRANDOPOLIS;2006;3;427;12;2
MIRANDOPOLIS;2007;3;342;9;4
MIRANDOPOLIS;2008;1;358;12;8
MIRANDOPOLIS;2009;2;289;14;3
MIRANDOPOLIS;2010;1;285;17;6
MIRANDOPOLIS;2011;1;285;29;11
MIRANDOPOLIS;2012;2;245;9;3
MIRANDOPOLIS;2013;3;195;10;3
MIRANDOPOLIS;2014;1;212;12;4
MIRANDOPOLIS;2015;6;225;14;12
MIRANDOPOLIS;2016;3;193;10;3
MIRANDOPOLIS;2017;2;178;5;4
MIRANDOPOLIS;2018;0;172;9;6
MIRANDOPOLIS;2019;3;198;8;7
MIRANTE DO PARANAPANEMA;2001;2;259;3;4
MIRANTE DO PARANAPANEMA;2002;2;275;6;3
MIRANTE DO PARANAPANEMA;2003;1;259;2;1
MIRANTE DO PARANAPANEMA;2004;0;203;4;0
MIRANTE DO PARANAPANEMA;2005;2;310;11;2
MIRANTE DO PARANAPANEMA;2006;2;292;4;4
MIRANTE DO PARANAPANEMA;2007;2;206;6;0
MIRANTE DO PARANAPANEMA;2008;1;167;3;7
MIRANTE DO PARANAPANEMA;2009;0;227;8;7
MIRANTE DO PARANAPANEMA;2010;2;211;5;7
MIRANTE DO PARANAPANEMA;2011;6;202;3;7
MIRANTE DO PARANAPANEMA;2012;1;139;6;5
MIRANTE DO PARANAPANEMA;2013;1;155;1;5
MIRANTE DO PARANAPANEMA;2014;3;177;3;11
MIRANTE DO PARANAPANEMA;2015;2;197;0;7
MIRANTE DO PARANAPANEMA;2016;2;203;3;10
MIRANTE DO PARANAPANEMA;2017;1;272;5;16
MIRANTE DO PARANAPANEMA;2018;1;175;2;6
MIRANTE DO PARANAPANEMA;2019;0;223;6;4
MIRASSOL;2001;0;698;38;46
MIRASSOL;2002;4;993;33;39
MIRASSOL;2003;1;1096;57;14
MIRASSOL;2004;5;1260;89;41
MIRASSOL;2005;2;1204;76;36
MIRASSOL;2006;4;1174;83;55
MIRASSOL;2007;3;1204;131;55
MIRASSOL;2008;0;1163;87;41
MIRASSOL;2009;7;1012;124;39
MIRASSOL;2010;5;854;90;60
MIRASSOL;2011;2;918;80;63
MIRASSOL;2012;1;823;107;56
MIRASSOL;2013;3;765;117;61
MIRASSOL;2014;5;546;107;53
MIRASSOL;2015;0;499;102;60
MIRASSOL;2016;3;616;101;57
MIRASSOL;2017;6;462;55;59
MIRASSOL;2018;2;474;42;26
MIRASSOL;2019;7;456;47;32
MIRASSOLANDIA;2001;0;26;0;3
MIRASSOLANDIA;2002;0;39;0;3
MIRASSOLANDIA;2003;0;42;2;4
MIRASSOLANDIA;2004;0;54;0;3
MIRASSOLANDIA;2005;0;59;3;0
MIRASSOLANDIA;2006;0;62;1;2
MIRASSOLANDIA;2007;1;65;2;1
MIRASSOLANDIA;2008;1;32;1;3
MIRASSOLANDIA;2009;0;35;3;7
MIRASSOLANDIA;2010;0;36;0;3
MIRASSOLANDIA;2011;0;42;3;4
MIRASSOLANDIA;2012;0;74;7;3
MIRASSOLANDIA;2013;0;55;3;3
MIRASSOLANDIA;2014;0;38;2;1
MIRASSOLANDIA;2015;1;60;2;4
MIRASSOLANDIA;2016;1;68;2;3
MIRASSOLANDIA;2017;0;43;1;1
MIRASSOLANDIA;2018;0;65;1;0
MIRASSOLANDIA;2019;1;36;0;2
MOCOCA;2001;2;1113;117;46
MOCOCA;2002;3;916;94;42
MOCOCA;2003;6;1146;100;58
MOCOCA;2004;8;812;115;45
MOCOCA;2005;4;654;89;41
MOCOCA;2006;4;814;130;32
MOCOCA;2007;5;714;113;43
MOCOCA;2008;6;678;170;43
MOCOCA;2009;4;790;173;68
MOCOCA;2010;1;606;97;37
MOCOCA;2011;1;524;37;63
MOCOCA;2012;4;645;76;74
MOCOCA;2013;2;495;89;96
MOCOCA;2014;4;536;93;137
MOCOCA;2015;4;467;91;65
MOCOCA;2016;1;509;53;73
MOCOCA;2017;1;527;48;58
MOCOCA;2018;0;601;53;72
MOCOCA;2019;1;586;63;61
MOGI DAS CRUZES;2001;40;4234;1398;892
MOGI DAS CRUZES;2002;56;4477;1257;822
MOGI DAS CRUZES;2003;65;4695;1420;840
MOGI DAS CRUZES;2004;84;4669;1151;887
MOGI DAS CRUZES;2005;63;4419;1366;1031
MOGI DAS CRUZES;2006;47;4576;1238;742
MOGI DAS CRUZES;2007;29;4143;1191;733
MOGI DAS CRUZES;2008;38;3762;1165;782
MOGI DAS CRUZES;2009;36;3701;1350;971
MOGI DAS CRUZES;2010;33;3380;1236;889
MOGI DAS CRUZES;2011;32;3591;1348;1034
MOGI DAS CRUZES;2012;34;3972;1359;1129
MOGI DAS CRUZES;2013;38;3812;1429;878
MOGI DAS CRUZES;2014;68;3823;1840;1331
MOGI DAS CRUZES;2015;50;3069;1558;1254
MOGI DAS CRUZES;2016;30;2973;1318;942
MOGI DAS CRUZES;2017;19;3130;1326;991
MOGI DAS CRUZES;2018;25;3091;1075;839
MOGI DAS CRUZES;2019;21;3186;1154;954
MOGI GUACU;2001;13;1977;414;265
MOGI GUACU;2002;13;2084;410;377
MOGI GUACU;2003;20;2363;526;284
MOGI GUACU;2004;15;2700;632;347
MOGI GUACU;2005;15;2008;431;279
MOGI GUACU;2006;8;1761;354;271
MOGI GUACU;2007;7;1895;370;337
MOGI GUACU;2008;5;1795;421;326
MOGI GUACU;2009;6;1804;427;508
MOGI GUACU;2010;9;1677;410;385
MOGI GUACU;2011;4;1524;378;329
MOGI GUACU;2012;8;1501;492;262
MOGI GUACU;2013;14;1019;284;286
MOGI GUACU;2014;6;1494;418;376
MOGI GUACU;2015;7;1621;539;521
MOGI GUACU;2016;6;1738;671;564
MOGI GUACU;2017;11;1704;625;629
MOGI GUACU;2018;12;1541;587;713
MOGI GUACU;2019;9;1649;577;596
MOGI MIRIM;2001;11;1717;273;307
MOGI MIRIM;2002;18;2033;350;429
MOGI MIRIM;2003;9;2227;342;323
MOGI MIRIM;2004;11;1826;325;286
MOGI MIRIM;2005;8;1557;309;235
MOGI MIRIM;2006;10;1706;379;326
MOGI MIRIM;2007;5;1584;301;333
MOGI MIRIM;2008;2;1298;230;458
MOGI MIRIM;2009;5;1240;313;417
MOGI MIRIM;2010;3;1108;319;366
MOGI MIRIM;2011;4;991;235;335
MOGI MIRIM;2012;11;858;226;360
MOGI MIRIM;2013;7;1072;232;362
MOGI MIRIM;2014;6;1116;240;436
MOGI MIRIM;2015;7;1046;267;376
MOGI MIRIM;2016;4;1126;360;336
MOGI MIRIM;2017;5;978;406;380
MOGI MIRIM;2018;5;913;317;421
MOGI MIRIM;2019;12;864;306;410
MOMBUCA;2001;0;22;4;4
MOMBUCA;2002;1;13;2;0
MOMBUCA;2003;2;18;4;3
MOMBUCA;2004;0;31;3;3
MOMBUCA;2005;0;26;3;0
MOMBUCA;2006;0;24;2;2
MOMBUCA;2007;0;17;1;0
MOMBUCA;2008;0;14;0;3
MOMBUCA;2009;1;16;1;5
MOMBUCA;2010;0;41;2;2
MOMBUCA;2011;1;42;4;5
MOMBUCA;2012;1;39;1;5
MOMBUCA;2013;1;22;2;1
MOMBUCA;2014;1;26;2;4
MOMBUCA;2015;1;12;3;3
MOMBUCA;2016;0;17;4;1
MOMBUCA;2017;0;27;2;4
MOMBUCA;2018;0;35;0;5
MOMBUCA;2019;0;47;3;4
MONCOES;2001;0;1;0;0
MONCOES;2002;0;4;0;1
MONCOES;2003;0;8;0;3
MONCOES;2004;0;12;0;3
MONCOES;2005;0;16;1;0
MONCOES;2006;0;15;1;0
MONCOES;2007;0;22;0;1
MONCOES;2008;0;21;2;1
MONCOES;2009;0;17;2;1
MONCOES;2010;0;9;0;1
MONCOES;2011;0;6;1;0
MONCOES;2012;1;20;0;0
MONCOES;2013;0;14;0;0
MONCOES;2014;0;16;0;0
MONCOES;2015;0;19;2;3
MONCOES;2016;0;28;0;4
MONCOES;2017;1;27;0;2
MONCOES;2018;0;21;0;0
MONCOES;2019;0;16;0;2
MONGAGUA;2001;26;1166;315;180
MONGAGUA;2002;19;1175;374;106
MONGAGUA;2003;12;1265;307;146
MONGAGUA;2004;6;1413;317;158
MONGAGUA;2005;13;1354;380;226
MONGAGUA;2006;11;1255;414;199
MONGAGUA;2007;3;1267;373;210
MONGAGUA;2008;6;1071;247;177
MONGAGUA;2009;8;1198;398;172
MONGAGUA;2010;9;1246;395;247
MONGAGUA;2011;9;1229;454;221
MONGAGUA;2012;8;1307;404;274
MONGAGUA;2013;9;1427;458;343
MONGAGUA;2014;7;1580;535;361
MONGAGUA;2015;6;1584;609;427
MONGAGUA;2016;8;1317;602;306
MONGAGUA;2017;7;1551;666;302
MONGAGUA;2018;8;1591;678;345
MONGAGUA;2019;3;1732;668;311
MONTE ALEGRE DO SUL;2001;0;46;4;3
MONTE ALEGRE DO SUL;2002;0;30;2;3
MONTE ALEGRE DO SUL;2003;0;51;2;3
MONTE ALEGRE DO SUL;2004;1;49;5;5
MONTE ALEGRE DO SUL;2005;0;40;4;1
MONTE ALEGRE DO SUL;2006;0;39;2;2
MONTE ALEGRE DO SUL;2007;0;31;3;2
MONTE ALEGRE DO SUL;2008;0;42;4;9
MONTE ALEGRE DO SUL;2009;0;50;1;6
MONTE ALEGRE DO SUL;2010;0;38;3;13
MONTE ALEGRE DO SUL;2011;1;64;3;2
MONTE ALEGRE DO SUL;2012;0;47;2;3
MONTE ALEGRE DO SUL;2013;0;50;1;4
MONTE ALEGRE DO SUL;2014;0;48;3;2
MONTE ALEGRE DO SUL;2015;0;49;7;4
MONTE ALEGRE DO SUL;2016;1;42;4;4
MONTE ALEGRE DO SUL;2017;0;60;2;1
MONTE ALEGRE DO SUL;2018;0;51;5;0
MONTE ALEGRE DO SUL;2019;0;45;5;3
MONTE ALTO;2001;2;681;31;20
MONTE ALTO;2002;5;536;26;24
MONTE ALTO;2003;6;533;39;23
MONTE ALTO;2004;2;492;51;27
MONTE ALTO;2005;5;399;43;26
MONTE ALTO;2006;2;331;46;34
MONTE ALTO;2007;2;466;49;31
MONTE ALTO;2008;3;400;24;41
MONTE ALTO;2009;0;626;64;41
MONTE ALTO;2010;1;632;44;66
MONTE ALTO;2011;2;552;51;67
MONTE ALTO;2012;4;570;85;58
MONTE ALTO;2013;1;418;47;58
MONTE ALTO;2014;1;444;47;39
MONTE ALTO;2015;3;510;64;79
MONTE ALTO;2016;2;502;83;66
MONTE ALTO;2017;2;523;100;86
MONTE ALTO;2018;2;447;72;71
MONTE ALTO;2019;1;654;65;71
MONTE APRAZIVEL;2001;1;119;2;5
MONTE APRAZIVEL;2002;0;160;2;7
MONTE APRAZIVEL;2003;1;161;10;8
MONTE APRAZIVEL;2004;1;260;13;12
MONTE APRAZIVEL;2005;2;225;12;14
MONTE APRAZIVEL;2006;1;274;5;8
MONTE APRAZIVEL;2007;6;289;11;16
MONTE APRAZIVEL;2008;1;266;10;7
MONTE APRAZIVEL;2009;2;246;21;16
MONTE APRAZIVEL;2010;4;237;21;19
MONTE APRAZIVEL;2011;2;283;18;20
MONTE APRAZIVEL;2012;2;300;22;12
MONTE APRAZIVEL;2013;2;301;9;14
MONTE APRAZIVEL;2014;1;250;16;18
MONTE APRAZIVEL;2015;3;194;18;18
MONTE APRAZIVEL;2016;2;205;17;20
MONTE APRAZIVEL;2017;2;170;15;12
MONTE APRAZIVEL;2018;1;210;12;21
MONTE APRAZIVEL;2019;1;178;6;6
MONTE AZUL PAULISTA;2001;1;312;2;5
MONTE AZUL PAULISTA;2002;2;227;2;7
MONTE AZUL PAULISTA;2003;1;289;8;4
MONTE AZUL PAULISTA;2004;1;292;6;6
MONTE AZUL PAULISTA;2005;1;424;13;6
MONTE AZUL PAULISTA;2006;1;243;22;12
MONTE AZUL PAULISTA;2007;4;291;29;10
MONTE AZUL PAULISTA;2008;3;196;7;9
MONTE AZUL PAULISTA;2009;0;165;7;4
MONTE AZUL PAULISTA;2010;2;193;10;5
MONTE AZUL PAULISTA;2011;1;195;13;6
MONTE AZUL PAULISTA;2012;0;174;5;8
MONTE AZUL PAULISTA;2013;1;238;12;7
MONTE AZUL PAULISTA;2014;1;272;16;7
MONTE AZUL PAULISTA;2015;0;195;15;19
MONTE AZUL PAULISTA;2016;1;219;8;17
MONTE AZUL PAULISTA;2017;2;229;22;18
MONTE AZUL PAULISTA;2018;0;220;14;11
MONTE AZUL PAULISTA;2019;1;133;10;8
MONTE CASTELO;2001;0;6;0;1
MONTE CASTELO;2002;1;5;0;0
MONTE CASTELO;2003;0;16;0;1
MONTE CASTELO;2004;0;11;2;0
MONTE CASTELO;2005;0;17;1;0
MONTE CASTELO;2006;0;8;0;0
MONTE CASTELO;2007;0;9;1;1
MONTE CASTELO;2008;1;8;0;2
MONTE CASTELO;2009;0;11;0;1
MONTE CASTELO;2010;1;4;0;0
MONTE CASTELO;2011;0;4;0;0
MONTE CASTELO;2012;0;14;0;2
MONTE CASTELO;2013;0;12;0;0
MONTE CASTELO;2014;0;19;1;3
MONTE CASTELO;2015;0;15;0;0
MONTE CASTELO;2016;0;33;0;1
MONTE CASTELO;2017;0;26;1;2
MONTE CASTELO;2018;0;19;0;0
MONTE CASTELO;2019;0;24;0;1
MONTEIRO LOBATO;2001;1;37;4;3
MONTEIRO LOBATO;2002;0;34;1;2
MONTEIRO LOBATO;2003;0;27;0;5
MONTEIRO LOBATO;2004;1;52;5;4
MONTEIRO LOBATO;2005;0;58;1;5
MONTEIRO LOBATO;2006;1;50;6;5
MONTEIRO LOBATO;2007;0;32;4;7
MONTEIRO LOBATO;2008;0;29;7;3
MONTEIRO LOBATO;2009;0;23;3;6
MONTEIRO LOBATO;2010;0;53;1;2
MONTEIRO LOBATO;2011;0;39;3;3
MONTEIRO LOBATO;2012;0;50;10;0
MONTEIRO LOBATO;2013;0;42;3;3
MONTEIRO LOBATO;2014;2;36;3;6
MONTEIRO LOBATO;2015;1;39;5;8
MONTEIRO LOBATO;2016;0;54;8;6
MONTEIRO LOBATO;2017;0;61;6;4
MONTEIRO LOBATO;2018;1;36;4;1
MONTEIRO LOBATO;2019;0;21;2;2
MONTE MOR;2001;32;275;164;106
MONTE MOR;2002;26;374;169;84
MONTE MOR;2003;22;396;225;94
MONTE MOR;2004;18;483;163;64
MONTE MOR;2005;21;559;142;107
MONTE MOR;2006;17;537;130;79
MONTE MOR;2007;12;612;212;146
MONTE MOR;2008;10;460;161;171
MONTE MOR;2009;11;362;165;140
MONTE MOR;2010;11;415;175;78
MONTE MOR;2011;9;425;148;103
MONTE MOR;2012;6;438;147;128
MONTE MOR;2013;13;405;165;167
MONTE MOR;2014;12;458;200;192
MONTE MOR;2015;14;392;186;110
MONTE MOR;2016;5;497;238;104
MONTE MOR;2017;7;445;207;108
MONTE MOR;2018;6;402;150;133
MONTE MOR;2019;6;378;131;127
MORRO AGUDO;2001;4;135;20;5
MORRO AGUDO;2002;1;293;21;7
MORRO AGUDO;2003;4;298;34;12
MORRO AGUDO;2004;1;400;14;17
MORRO AGUDO;2005;3;387;35;13
MORRO AGUDO;2006;3;624;47;20
MORRO AGUDO;2007;5;475;38;18
MORRO AGUDO;2008;4;331;45;8
MORRO AGUDO;2009;6;546;60;31
MORRO AGUDO;2010;0;372;33;18
MORRO AGUDO;2011;1;343;37;11
MORRO AGUDO;2012;1;275;38;20
MORRO AGUDO;2013;4;243;44;18
MORRO AGUDO;2014;4;286;34;32
MORRO AGUDO;2015;2;251;46;22
MORRO AGUDO;2016;3;279;27;26
MORRO AGUDO;2017;1;241;38;19
MORRO AGUDO;2018;7;313;31;19
MORRO AGUDO;2019;4;279;31;26
MORUNGABA;2001;1;81;11;11
MORUNGABA;2002;0;69;2;7
MORUNGABA;2003;0;132;4;8
MORUNGABA;2004;0;108;11;12
MORUNGABA;2005;0;136;8;12
MORUNGABA;2006;2;117;11;17
MORUNGABA;2007;1;111;10;15
MORUNGABA;2008;1;146;13;24
MORUNGABA;2009;2;119;12;16
MORUNGABA;2010;0;97;17;10
MORUNGABA;2011;3;60;6;16
MORUNGABA;2012;0;59;8;15
MORUNGABA;2013;2;52;13;16
MORUNGABA;2014;2;64;23;18
MORUNGABA;2015;2;74;21;22
MORUNGABA;2016;0;107;14;11
MORUNGABA;2017;0;93;18;25
MORUNGABA;2018;1;103;25;8
MORUNGABA;2019;0;91;12;10
MOTUCA;2001;0;10;1;1
MOTUCA;2002;0;13;0;1
MOTUCA;2003;0;24;2;1
MOTUCA;2004;1;30;1;3
MOTUCA;2005;0;14;2;1
MOTUCA;2006;0;16;1;2
MOTUCA;2007;0;16;1;2
MOTUCA;2008;0;12;2;2
MOTUCA;2009;0;13;2;6
MOTUCA;2010;0;23;1;3
MOTUCA;2011;1;22;1;1
MOTUCA;2012;0;18;2;2
MOTUCA;2013;0;22;1;4
MOTUCA;2014;0;24;0;3
MOTUCA;2015;1;30;4;1
MOTUCA;2016;0;30;6;7
MOTUCA;2017;0;37;5;3
MOTUCA;2018;0;14;5;3
MOTUCA;2019;0;13;0;3
MURUTINGA DO SUL;2001;0;25;0;1
MURUTINGA DO SUL;2002;0;31;1;1
MURUTINGA DO SUL;2003;0;45;0;1
MURUTINGA DO SUL;2004;0;54;0;2
MURUTINGA DO SUL;2005;0;48;1;2
MURUTINGA DO SUL;2006;0;60;2;2
MURUTINGA DO SUL;2007;0;37;2;0
MURUTINGA DO SUL;2008;1;55;1;2
MURUTINGA DO SUL;2009;1;57;0;0
MURUTINGA DO SUL;2010;0;24;0;0
MURUTINGA DO SUL;2011;0;41;1;0
MURUTINGA DO SUL;2012;0;18;1;2
MURUTINGA DO SUL;2013;1;31;1;3
MURUTINGA DO SUL;2014;0;37;4;5
MURUTINGA DO SUL;2015;0;25;1;0
MURUTINGA DO SUL;2016;0;47;0;1
MURUTINGA DO SUL;2017;0;29;0;1
MURUTINGA DO SUL;2018;0;23;0;0
MURUTINGA DO SUL;2019;0;25;0;0
NANTES;2001;0;20;0;0
NANTES;2002;0;12;0;0
NANTES;2003;0;14;1;0
NANTES;2004;1;32;0;2
NANTES;2005;0;19;1;0
NANTES;2006;0;14;0;2
NANTES;2007;0;20;0;0
NANTES;2008;0;10;0;1
NANTES;2009;0;15;0;0
NANTES;2010;0;7;1;1
NANTES;2011;0;6;1;0
NANTES;2012;0;21;0;0
NANTES;2013;1;9;0;0
NANTES;2014;0;14;0;0
NANTES;2015;0;7;0;0
NANTES;2016;0;7;0;0
NANTES;2017;0;22;0;0
NANTES;2018;0;23;0;0
NANTES;2019;0;10;1;2
NARANDIBA;2001;0;27;0;1
NARANDIBA;2002;1;44;1;0
NARANDIBA;2003;0;31;1;0
NARANDIBA;2004;0;24;0;0
NARANDIBA;2005;0;39;1;0
NARANDIBA;2006;1;29;4;0
NARANDIBA;2007;0;28;3;1
NARANDIBA;2008;0;27;0;0
NARANDIBA;2009;0;34;1;1
NARANDIBA;2010;0;21;1;1
NARANDIBA;2011;0;37;0;0
NARANDIBA;2012;0;39;1;5
NARANDIBA;2013;0;62;2;1
NARANDIBA;2014;0;36;0;0
NARANDIBA;2015;0;59;4;2
NARANDIBA;2016;1;60;2;0
NARANDIBA;2017;0;59;0;0
NARANDIBA;2018;0;51;1;0
NARANDIBA;2019;1;51;0;0
NATIVIDADE DA SERRA;2001;0;42;1;2
NATIVIDADE DA SERRA;2002;0;42;3;2
NATIVIDADE DA SERRA;2003;0;72;8;3
NATIVIDADE DA SERRA;2004;3;69;23;4
NATIVIDADE DA SERRA;2005;0;66;3;2
NATIVIDADE DA SERRA;2006;2;98;8;4
NATIVIDADE DA SERRA;2007;0;76;4;4
NATIVIDADE DA SERRA;2008;2;75;3;7
NATIVIDADE DA SERRA;2009;2;64;1;6
NATIVIDADE DA SERRA;2010;1;75;0;3
NATIVIDADE DA SERRA;2011;0;73;0;2
NATIVIDADE DA SERRA;2012;1;70;4;2
NATIVIDADE DA SERRA;2013;1;47;3;3
NATIVIDADE DA SERRA;2014;1;53;0;4
NATIVIDADE DA SERRA;2015;2;48;3;1
NATIVIDADE DA SERRA;2016;2;74;7;4
NATIVIDADE DA SERRA;2017;2;62;3;5
NATIVIDADE DA SERRA;2018;1;64;1;7
NATIVIDADE DA SERRA;2019;2;55;2;9
NAZARE PAULISTA;2001;8;154;54;37
NAZARE PAULISTA;2002;13;183;18;27
NAZARE PAULISTA;2003;8;283;36;44
NAZARE PAULISTA;2004;6;286;19;42
NAZARE PAULISTA;2005;7;206;22;18
NAZARE PAULISTA;2006;5;237;26;22
NAZARE PAULISTA;2007;5;294;24;29
NAZARE PAULISTA;2008;6;278;26;41
NAZARE PAULISTA;2009;8;256;39;38
NAZARE PAULISTA;2010;6;236;38;18
NAZARE PAULISTA;2011;3;206;28;16
NAZARE PAULISTA;2012;6;143;37;31
NAZARE PAULISTA;2013;8;136;41;42
NAZARE PAULISTA;2014;5;139;22;26
NAZARE PAULISTA;2015;6;150;16;30
NAZARE PAULISTA;2016;3;202;39;31
NAZARE PAULISTA;2017;1;186;37;39
NAZARE PAULISTA;2018;1;216;35;36
NAZARE PAULISTA;2019;4;136;20;26
NEVES PAULISTA;2001;0;41;1;5
NEVES PAULISTA;2002;0;61;2;2
NEVES PAULISTA;2003;0;59;4;3
NEVES PAULISTA;2004;1;60;2;0
NEVES PAULISTA;2005;1;92;4;3
NEVES PAULISTA;2006;2;81;4;0
NEVES PAULISTA;2007;0;92;6;3
NEVES PAULISTA;2008;0;98;1;3
NEVES PAULISTA;2009;0;117;5;1
NEVES PAULISTA;2010;0;89;2;4
NEVES PAULISTA;2011;2;72;3;3
NEVES PAULISTA;2012;0;85;3;3
NEVES PAULISTA;2013;1;88;5;2
NEVES PAULISTA;2014;2;70;4;8
NEVES PAULISTA;2015;0;83;0;5
NEVES PAULISTA;2016;1;78;6;5
NEVES PAULISTA;2017;0;55;6;2
NEVES PAULISTA;2018;0;46;1;0
NEVES PAULISTA;2019;0;64;3;2
NHANDEARA;2001;0;42;3;3
NHANDEARA;2002;0;62;1;1
NHANDEARA;2003;1;44;2;3
NHANDEARA;2004;0;81;3;4
NHANDEARA;2005;0;86;3;3
NHANDEARA;2006;0;75;3;6
NHANDEARA;2007;0;73;2;5
NHANDEARA;2008;1;105;5;3
NHANDEARA;2009;1;99;5;3
NHANDEARA;2010;0;80;2;2
NHANDEARA;2011;1;116;7;4
NHANDEARA;2012;0;112;3;6
NHANDEARA;2013;0;124;5;5
NHANDEARA;2014;0;100;9;4
NHANDEARA;2015;0;103;6;4
NHANDEARA;2016;1;110;4;8
NHANDEARA;2017;0;75;3;16
NHANDEARA;2018;0;82;4;4
NHANDEARA;2019;0;78;1;19
NIPOA;2001;0;19;0;0
NIPOA;2002;0;24;1;0
NIPOA;2003;0;43;0;0
NIPOA;2004;0;45;0;3
NIPOA;2005;0;43;0;1
NIPOA;2006;0;73;0;1
NIPOA;2007;0;55;0;2
NIPOA;2008;0;84;1;0
NIPOA;2009;0;56;1;1
NIPOA;2010;0;60;1;2
NIPOA;2011;0;83;4;3
NIPOA;2012;0;56;0;4
NIPOA;2013;0;42;2;1
NIPOA;2014;0;41;1;1
NIPOA;2015;2;41;3;2
NIPOA;2016;0;47;2;3
NIPOA;2017;1;59;1;4
NIPOA;2018;0;68;0;5
NIPOA;2019;0;37;0;6
NOVA ALIANCA;2001;0;32;0;1
NOVA ALIANCA;2002;0;36;0;1
NOVA ALIANCA;2003;1;47;3;0
NOVA ALIANCA;2004;0;38;1;3
NOVA ALIANCA;2005;0;35;0;4
NOVA ALIANCA;2006;0;38;2;0
NOVA ALIANCA;2007;0;31;2;4
NOVA ALIANCA;2008;0;64;3;3
NOVA ALIANCA;2009;0;64;2;5
NOVA ALIANCA;2010;0;60;3;2
NOVA ALIANCA;2011;0;54;4;0
NOVA ALIANCA;2012;1;39;3;5
NOVA ALIANCA;2013;0;96;6;4
NOVA ALIANCA;2014;0;56;3;0
NOVA ALIANCA;2015;0;37;7;8
NOVA ALIANCA;2016;1;42;5;5
NOVA ALIANCA;2017;0;61;3;8
NOVA ALIANCA;2018;0;43;2;1
NOVA ALIANCA;2019;0;49;5;4
NOVA CAMPINA;2001;0;38;0;1
NOVA CAMPINA;2002;0;50;2;0
NOVA CAMPINA;2003;0;63;5;0
NOVA CAMPINA;2004;0;94;4;1
NOVA CAMPINA;2005;0;72;2;2
NOVA CAMPINA;2006;1;61;3;0
NOVA CAMPINA;2007;1;67;3;1
NOVA CAMPINA;2008;0;63;6;0
NOVA CAMPINA;2009;2;85;2;1
NOVA CAMPINA;2010;0;60;3;0
NOVA CAMPINA;2011;0;63;3;2
NOVA CAMPINA;2012;0;48;1;1
NOVA CAMPINA;2013;0;33;2;4
NOVA CAMPINA;2014;0;45;2;3
NOVA CAMPINA;2015;2;57;2;5
NOVA CAMPINA;2016;0;81;3;3
NOVA CAMPINA;2017;0;122;2;3
NOVA CAMPINA;2018;1;88;3;8
NOVA CAMPINA;2019;1;63;1;3
NOVA CANAA PAULISTA;2001;1;5;1;0
NOVA CANAA PAULISTA;2002;0;7;0;0
NOVA CANAA PAULISTA;2003;0;5;0;2
NOVA CANAA PAULISTA;2004;0;11;0;0
NOVA CANAA PAULISTA;2005;0;12;0;1
NOVA CANAA PAULISTA;2006;0;12;0;0
NOVA CANAA PAULISTA;2007;0;12;0;0
NOVA CANAA PAULISTA;2008;0;9;0;0
NOVA CANAA PAULISTA;2009;0;27;0;0
NOVA CANAA PAULISTA;2010;0;7;0;1
NOVA CANAA PAULISTA;2011;0;12;0;1
NOVA CANAA PAULISTA;2012;0;5;0;0
NOVA CANAA PAULISTA;2013;1;14;0;2
NOVA CANAA PAULISTA;2014;0;6;0;1
NOVA CANAA PAULISTA;2015;0;8;2;0
NOVA CANAA PAULISTA;2016;0;9;0;1
NOVA CANAA PAULISTA;2017;0;10;1;0
NOVA CANAA PAULISTA;2018;0;12;0;0
NOVA CANAA PAULISTA;2019;0;10;0;1
NOVA CASTILHO;2001;0;2;0;0
NOVA CASTILHO;2002;0;4;0;0
NOVA CASTILHO;2003;1;3;1;0
NOVA CASTILHO;2004;0;7;0;0
NOVA CASTILHO;2005;0;10;0;0
NOVA CASTILHO;2006;0;2;1;0
NOVA CASTILHO;2007;0;5;0;1
NOVA CASTILHO;2008;0;4;0;0
NOVA CASTILHO;2009;0;3;0;2
NOVA CASTILHO;2010;0;3;0;0
NOVA CASTILHO;2011;0;7;0;0
NOVA CASTILHO;2012;0;9;0;0
NOVA CASTILHO;2013;0;7;1;1
NOVA CASTILHO;2014;0;4;0;0
NOVA CASTILHO;2015;0;9;0;1
NOVA CASTILHO;2016;0;6;1;1
NOVA CASTILHO;2017;0;7;0;0
NOVA CASTILHO;2018;0;14;2;1
NOVA CASTILHO;2019;0;10;0;1
NOVA EUROPA;2001;1;23;1;5
NOVA EUROPA;2002;0;28;5;4
NOVA EUROPA;2003;1;29;5;0
NOVA EUROPA;2004;0;28;1;2
NOVA EUROPA;2005;1;27;2;1
NOVA EUROPA;2006;1;43;6;4
NOVA EUROPA;2007;0;45;2;2
NOVA EUROPA;2008;3;39;0;5
NOVA EUROPA;2009;2;80;6;1
NOVA EUROPA;2010;0;31;0;5
NOVA EUROPA;2011;1;58;7;1
NOVA EUROPA;2012;2;84;1;10
NOVA EUROPA;2013;1;57;6;13
NOVA EUROPA;2014;0;29;9;4
NOVA EUROPA;2015;0;45;9;7
NOVA EUROPA;2016;0;48;9;14
